employer_name,job_title,job_description,job_city,Python,R,SQL,Java,Scala,C++,JavaScript,Excel,Power BI,Tableau,SAS,Apache Spark,Redshift,BigQuery,Airflow,Snowflake
Omnivio,Data Engineer - Full Time,"Job Profile

Omnivio is a startup in the Supply Chain and Logistics domain. We help retailers deliver an 'Amazon like' shopping experience to their customers. We optimize and manage delivery times and cost, inventory, geo-distributed stores etc. One of the core pieces of our infrastructure is the data engineering required to get data from various upstream systems into a data model that we use for intelligence. If you've worked in data engineering before, you might imagine that this has a good number of challenging engineering problems. We are looking for junior to mid level data engineers to join our team.

Experience / Skills required

We are looking for previous experience in data engineering for this role. Here's a list of tools and technologies that you can expect to be working with in this job. The listed examples are not necessarily all a part of our stack, but they are solid indicators of your skills being a good fit for the job.
• Relational Databases, both OLTP and OLAP, such as MySQL, Postgres, Redshift, BigQuery, CLickhouse etc
• Solid software engineering fundamentals, and experience with one or more general purpose programming languages such as Python, Typescript
• Data engineering programming libraries such as Pandas, NumPy etc
• Building data engineering pipelines using orchestration tools such as Airflow, Airbyte, Temporal, or other commercial offerings
• Transformations using dbt, or a similar alternative
• Experience with AWS's data engineering stack is definitely a plus
• Deployment/operating experience with any of these tools would be really interesting too

Work culture
• No ego anywhere in the team, including higher management.
• Remote, asynchronous, flexible work timings.
• Collaboration and team-thinking. No single person owns the failure.
• Ample time and attention to help developers level up.

Work Ex - 3+ years

Omnivio focuses on Supply Chain Management, Logistics, Cloud Infrastructure, Logistics Software, and Logistics / Transportation / Shipping. Their company has offices in Noida. They have a small team that's between 11-50 employees. To date, Omnivio has raised $400k of funding; their latest round was closed on July 2022 at a valuation of $5M.

You can view their website at https://omnivio.io or find them on LinkedIn.",,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
Mercedes-Benz Research and Development India Private Limited,Big Data Engineer,"AufgabenBackground

Mercedes Benz cars are equipped with Advanced Driver Assistance Systems (ADAS) and continuously new features/technologies are added in these systems to add more intelligence in them. The development or the customer cars then collect various vehicle, sensor and environment data. These vehicles at the end of their test drives or upon satisfying some trigger conditions will upload different sensor and vehicle data that are logged in binary formats (in TBs) into a Big Data cluster. The data engineering team has the responsibility to provide a 24x7 pipeline, which will ingest the data to the cluster, extract and transform to readable format. This data is further analysed and the performance of the ADAS systems are monitored.

Skill Requirements:
Essential Skills and experience:
- Excellent Programming skills in Python with object oriented design
- Experience in designing solution for business applications and deployment of the same.
- Hands on experience in working with relational SQL and noSQL DB, postgres, mongoDB etc.
- Hands on experience on developing ETL solutions on Big Data Clusters like MAPR Clusters
- Hands on experience in workflow schedulers like Airflow etc.,
- Good knowledge on microservices is desired
- Experience with Docker containers is a plus.
- Experience in creation of CI/CD pipeline is an added advantage
- Working experience on the cloud environment Azure, AWS is an added advantage
- Excellent problem solving skills
- Experience in the automotive field and exposure of multi-cultural environment is an added advantage
Key Job Responsibilities:
- Architecting, developing and deploying end to end pipeline to ingest various ADAS systems data into the clusters
- Develop scalable solutions and improve efficiency and the reliability of the existing application
- Develop and deploy new features based on the business need
- Ideates and improvises on the requirements through continuous innovation and application of new techniques and methods
- Understand new features requirement from counterparts, breakdown of task and participate in planning
- Good communication skills and ability to work in & contribute as a good team playerQualifikationenBackground

Mercedes Benz cars are equipped with Advanced Driver Assistance Systems (ADAS) and continuously new features/technologies are added in these systems to add more intelligence in them. The development or the customer cars then collect various vehicle, sensor and environment data. These vehicles at the end of their test drives or upon satisfying some trigger conditions will upload different sensor and vehicle data that are logged in binary formats (in TBs) into a Big Data cluster. The data engineering team has the responsibility to provide a 24x7 pipeline, which will ingest the data to the cluster, extract and transform to readable format. This data is further analysed and the performance of the ADAS systems are monitored.

Skill Requirements:
Essential Skills and experience:
- Excellent Programming skills in Python with object oriented design
- Experience in designing solution for business applications and deployment of the same.
- Hands on experience in working with relational SQL and noSQL DB, postgres, mongoDB etc.
- Hands on experience on developing ETL solutions on Big Data Clusters like MAPR Clusters
- Hands on experience in workflow schedulers like Airflow etc.,
- Good knowledge on microservices is desired
- Experience with Docker containers is a plus.
- Experience in creation of CI/CD pipeline is an added advantage
- Working experience on the cloud environment Azure, AWS is an added advantage
- Excellent problem solving skills
- Experience in the automotive field and exposure of multi-cultural environment is an added advantage
Key Job Responsibilities:
- Architecting, developing and deploying end to end pipeline to ingest various ADAS systems data into the clusters
- Develop scalable solutions and improve efficiency and the reliability of the existing application
- Develop and deploy new features based on the business need
- Ideates and improvises on the requirements through continuous innovation and application of new techniques and methods
- Understand new features requirement from counterparts, breakdown of task and participate in planning
- Good communication skills and ability to work in & contribute as a good team player",Bengaluru,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
Confidential,Data Engineer - SQL/Data Pipeline,"Job Description : : - Hands on working knowledge on building and optimizing 'big data' data pipelines, architectures, and data sets- Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases- Strong know-how on data ingestion tools and APIs to prioritize data sources, validate them, and dispatch data to ensure an effective ingestion process. Knowledge on data ingestion tools such as Apache Kafka/ Apache Storm/Apache Flume/Apache Sqoop/Wavefront, and more.- Working knowledge on data mining tools such as Apache Mahout/KNIME/Rapid Miner/Weka,- Strong know-how on ETL tools such as Talend/Informatica PowerCenter/AWS Glue/Stitch,- Ability to handle various types of data in the form of text, speech, image, video, or live stream from IoT/ Sensors/ Web- Ability to manipulate, process and extract value from large, disconnected datasets and articulate the same in business contextPreferred : - Skilled in the use of business intelligence and visualization tools, such as PowerBI, Tableau - Experience with stream-processing systems such as Storm, Spark-Streaming, etc.- Ability to leverage MLOps Platforms such as Teraform, Ansible, Kubeflow, Google AI Platform- Know-how on software development languages such as Python, Java, C++, Scala, etc (ref:hirist.com) IT",,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
NIRA,Sr Data Engineer/Architect (3y-7y),"About the job

Starting with credit, NIRA aspires to be the pre-eminent financial brand for the mass market or ""Middle India"". We already have customers in over 5,000 towns and cities, and we're growing quickly (15% MoM for the last 20 months!). It's a very exciting time to join us. We have over 200+ employees.

Currently, only 10% of Indians can use banks when they need credit: banks typically require a high credit score or collateral, something most people don't have. It need not be this way. Using a combination of traditional data and the vast amount of digital data available, it is now possible to score the unscored.

Today, we receive 15000 new loan applications daily from across 4000 cities in India, and we are growing 15-20% MoM. People reach us at their time of need, and we offer them credit via our app. Money reaches their bank account within 24 hrs of application.

We are addressing head-on a big challenge. It's also a great opportunity from both a commercial and societal impact perspective. We can improve lives for millions. It is no exaggeration to say that our addressable market will be 400mm within 5 years. It's pretty exciting, we think.

If our mission resonates with you, and you are a talented and hardworking individual that wants to commit yourself to an incredible challenge, then we want to hear from you.

As one of the senior data engineers on the team, you’ll be working on our core data platform and infrastructure powering business decisions and data science workloads.

Job Overview

We are looking for an experienced Data Engineer to join our engineering team. The hire will be responsible for building our data and data pipeline architecture. You will optimise our data flow starting with the collection of data for cross functional teams and purposes. You will support our key data science initiatives while maintaining consistency of data delivery architecture throughout ongoing projects. Ideal candidates must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Responsibilities

• Create and maintain optimal data pipeline architecture

• Assemble large, complex data sets that meet performance and business requirements

• Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies

• Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.

• Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, credit risk, operational efficiency and other business KPIs.

• Create data tools for analytics and data scientist team members that assist them in building and scaling our core products

• Work with cross domain data and analytics experts to strive for stronger data driven outcomes for the business.

Qualification

• Advanced SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.

• Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.

• Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.

• Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.

• We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science. They should also have experience using the following software/tools:

• Experience with big data tools: Hadoop, Spark / PySpark, Kafka.

• Experience with relational SQL and NoSQL databases.

• Experience with object-oriented/object function scripting languages: Python.

• Expertise in data modelling and buiding data driven systems.

• Well versed with Shell Scripting.

• Hands on experience on various AWS services like EMR,EC2,Glue.

• Deploy existing data projects using CICD pieplines.

• Knowledge on Docker is a plus.

What we offer:

• Competitive salary

• Medical Insurance

You can learn more about NIRA here:

Press:

https://yourstory.com/2019/05/startup-fintech-nira-entrepreneur-loans/

https://www.livemint.com/companies/news/muthoot-finance-partners-with-nira-to-provide-personal-loans-11620309871295.html

https://www.financialexpress.com/money/personal-loan-collection-rates-return-to-pre-covid-levels-data-from-nira-reveals/2313170/

NIRA focuses on Consumer Lending and Fin Tech. Their company has offices in Bengaluru. They have a large team that's between 201-500 employees. To date, NIRA has raised $3.1M of funding; their latest round was closed on April 2020.

You can view their website at https://www.nirafinance.com or find them on Twitter, Facebook, and LinkedIn.",Bengaluru,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Referrals Only,Consultant-Data Engineer,"Data Engineers develop modern data architecture approaches to meet key business objectives and provide end-to-end data solutions. You might spend a few weeks with a new client on a deep technical review or a complete organizational review, helping them to understand the potential that data brings to solve their most pressing problems. On other projects, you might be acting as the architect, leading the design of technical solutions or perhaps overseeing a program inception to build a new product. It could also be a software delivery project where you're equally happy coding and tech-leading the team to implement the solution.
Job responsibilities• You will partner with teammates to create complex data processing pipelines in order to solve our clients' most complex challenges
• You will collaborate with Data Scientists in order to design scalable implementations of their models
• You will pair to write clean and iterative code based on TDD
• Leverage various continuous delivery practices to deploy, support and operate data pipelines
• Advise and educate clients on how to use different distributed storage and computing technologies from the plethora of options available
• Develop and operate modern data architecture approaches to meet key business objectives and provide end-to-end data solutions
• Create data models and speak to the tradeoffs of different modeling approaches
• Seamlessly incorporate data quality into your day-to-day work as well as into the delivery process
• Assure effective collaboration between Thoughtworks' and the client's teams, encouraging open communication and advocating for shared outcomes
Job qualificationsTechnical skills• You have a good understanding of data modelling and experience with data engineering tools and platforms such as Kafka, Spark, and Hadoop
• You have built large-scale data pipelines and data-centric applications using any of the distributed storage platforms such as HDFS, S3, NoSQL databases (Hbase, Cassandra, etc.) and any of the distributed processing platforms like Hadoop, Spark, Hive, Oozie, and Airflow in a production setting
• Hands on experience in MapR, Cloudera, Hortonworks and/or cloud (AWS EMR, Azure HDInsights, Qubole etc.) based Hadoop distributions
• You are comfortable taking data-driven approaches and applying data security strategy to solve business problems
• Working with data excites you: you can build and operate data pipelines, and maintain data storage, all within distributed systems
• You're genuinely excited about data infrastructure and operations with a familiarity working in cloud environments
Professional skills• You're resilient and flexible in ambiguous situations and enjoy solving problems from technical and business perspectives
• An interest in coaching, sharing your experience and knowledge with teammates
• You enjoy influencing others and always advocate for technical excellence while being open to change when needed
• Presence in the external tech community: you willingly share your expertise with others via speaking engagements, contributions to open source, blogs and more
Other things to knowL&DThere is no one-size-fits-all career path at Thoughtworks: however you want to develop your career is entirely up to you. But we also balance autonomy with the strength of our cultivation culture. This means your career is supported by interactive tools, numerous development programs and teammates who want to help you grow. We see value in helping each other be our best and that extends to empowering our employees in their career journeys.
About ThoughtworksThoughtworks is a global technology consultancy that integrates strategy, design and engineering to drive digital innovation. For 28+ years, our clients have trusted our autonomous teams to build solutions that look past the obvious. Here, computer science grads come together with seasoned technologists, self-taught developers, midlife career changers and more to learn from and challenge each other. Career journeys flourish with the strength of our cultivation culture, which has won numerous awards around the world.

Join Thoughtworks and thrive. Together, our extra curiosity, innovation, passion and dedication overcomes ordinary.",Hyderabad,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
ANI Calls India Private Limited,Senior Data Engineer,"Anicalls

Industry: IT
Total Positions: 2
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 900000 INR - 1800000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-10 Years
Location: Bengaluru, India
Candidate should have:
Worked collaboratively with cross-functional teams and stakeholders to achieve an organizational goal.
Worked in an agile environment and are comfortable running an agile process for the data and analytics team.
Strong experience in data pipelines, ETL design (both implementation and maintenance), data warehousing, and data modeling (preferably in dbt).
Implementation and tuning experience in the Big Data Ecosystem,
(such as Data Analytics (Dataproc, Airflow, Hadoop, Spark, Hive),
Google Cloud Platform AI and ML Services and Data Warehousing (such as BigQuery, schema design,
query tuning and optimization) and data migration and integration.
End to end hands-on to carry out complex POC, Pilot, Limited production rollout, assignments requiring the development of new or improved techniques and procedures.
Participated in deep architectural discussions to build confidence and ensure customer, success when building new, or migrating existing, applications, software, and services on the Google Cloud Platform.
advanced skills in SQL, data modeling, ETL/ELT development, and data warehousing.
Strong skills in Optimization - performance, pipeline, spark.
Experience on Pyspark.
5+ years of design & implementation experience with distributed applications.
5+ years of experience architecting/operating solutions built on Google Cloud Platform.
. Bachelor's degree.

Experience: 5.00-10.00 Years",,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
deloitte,Consulting- SAMA- A&C-Azure Data Engineer- AD,"JD:
• Location - Mumbai OR Pune
• Experience range:
• 12-15 yrs for AD
• Strong experience in Python programming and related skills like PySpark
• Strong SQL skills
• Strong experience with any of the data engineering platforms like Hadoop, Spark, Synapse, Databricks, Apache Airflow, etc.
• Preferred: Knowledge of any cloud platform like Azure/AWS/Google
• For AD level: Need technology leadership experience in terms of architecture/solutioning and team leading",Mumbai,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Comcast,"Data Engineer, Data Products Engineering","Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every day. If you share in our passion for teamwork, our vision to revolutionize industries and our goal to lead the future in media and technology, we want you to fast-forward your career at Comcast. Job Summary INTRODUCTION: At Comcast, we believe in the talent of our people. It's our passion and commitment to excellence that drives Comcast's vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It's what makes us uniquely Comcast. Here you can create the extraordinary. Join us. ABOUT THE ROLE: Data Engineer for the Data Products Engineering Team. Our team builds data pipelines to land, profile and store multiple internal & external datasets and build applications that surface this data to support our business partners strategic decision making. We are an AWS shop that uses open source technologies including Python, Pandas, Spark, Hive, Postgres, Redis, MongoDB, Flask, as well as BI tools such as Tableau and MicroStrategy. We work in a very agile environment, where product specifications are flexible and often change rapidly over time. We are seeking people who are comfortable with ambiguity and figuring out an execute. While the key focus for this role is on backend engineering, engineers who have full stack expertise and can write front-end code will be especially considered Job Description Responsibilities Contributor to the overall Data Product roadmap by working closely with our business partners to understand their challenges and develop analytical tools to help drive business decisions Leverage prototyping methodologies to propose and design creative business solutions that exploit our broad toolset of technologies (Big Data, MicroStrategy, Tableau, Python, Spark etc) 2+ years experience with AWS technologies. Strong experience using Python and Pandas in an AWS Lambda framework is highly desired. Experience using EMR and/or DataBricks or the ability to read EMR code and translate it into Lambdas. Must understand the basics of relational data modeling and be able to clearly articulate the reasons to use non-relational systems in our architecture. Experience in MemSQL is desired but relevant experience in any of the following is acceptable: SnowFlake, MySQL, Redshift, Athena, MSSQL Server, Oracle. Experience in non-relational systems such as Redis, Cassandra, and MongDB is useful for supporting legacy applications. Decent understanding for the digital media ad sales business and ad serving technologies with experience working with ad serving transactional data logs or Nielsen demographic data. Educate and inform business partners on architecture, capabilities, best practices and solutions to build out future enhancements Assist in analyzing business requirements, source systems, understand underlying data sources, transformation requirements, data mapping, data model and metadata for reporting solutions Writing easily understood documentation and architecture diagrams and keeping them up to date as code and frameworks change over time. REQUIREMENTS: Bachelor's degree in Engineering, Computer Science, Information Systems or related field with 3+ years of relevant experience. Strong Computer Science/Engineering/Information Systems background 3+ Years Experience in Data Modeling, Data architecture, Data Quality, Metadata, ETL and Data Warehouse methodologies and technologies. Experience in any combination of the following: SQL, Linux, MicroStrategy, Tableau, Python, APIs, Spark, Scala, Pandas Strong problem-solving skills. Strong oral and written communication and influencing skills, with the ability to communicate new concepts and drive change in processes and behaviors and to communicate complex technical topics to management and non-technical audiences. PREFERRED QUALIFICATIONS: 1+ years in Digital Media Publisher Industry with a solid understanding of Digital Research Experience with various digital platforms such as Omniture (Site Catalyst), Rentrak, comScore, Operative One, Google DoubleClick, Freewheel, Ad-Juster, MOAT, Nielsen, Facebook, Twitter, etc Understanding of how to manage code in the Enterprise Git repository with appropriate branching and documentation skills Ability to design concise and visually appealing reports, user interfaces, mockups and documentation Ability to read external API documentation and write pipelines to extract data from our partners systems Ability to write and stand up internal API endpoints to share data with other internal teams. Strong analytical focus, results-oriented and execution driven. Ability and desire to work within a cross-functional team environment with people from multiple business units, vendors, countries and cultures. Self-driven/self-initiator and resourceful to achieve goals independently as well as in teams and promotes an open flow of information so that all stakeholders are well informed. Flexibility to adjust to changing requirements, schedules and priorities. Ability to work independently under minimum supervision and proactive in solving issues Energetic, committed and solution focused with the ability to perform under pressure and meeting targets Comcast is proud to be an equal opportunity workplace. We will consider all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other basis protected by applicable law. Education Bachelor's Degree While possessing the stated degree is preferred, Comcast also may consider applicants who hold some combination of coursework and experience, or who have extensive related professional experience. Relevant Work Experience 2-5 Years Base pay is one part of the Total Rewards that Comcast provides to compensate and recognize employees for their work. Most sales positions are eligible for a Commission under the terms of an applicable plan, while most non-sales positions are eligible for a Bonus. Additionally, Comcast provides best-in-class Benefits. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That's why we provide an array of options, expert guidance and always-on tools, that are personalized to meet the needs of your reality - to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the compensation and benefits summary on our careers site for more details.",Chennai,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
Versor Investments,Data Engineer,"India

Versor Investments (“Versor”) is a quantitative investment boutique headquartered in Midtown Manhattan. The Firm currently has an AUM of $1.8 billion*. Versor creates diversified sources of absolute returns across multiple asset classes. Within a scientific, hypothesis-driven framework, Versor leverages modern statistical methods and vast datasets to drive every step of the investment process. Alpha forecast models, portfolio construction, and the trading process rely on the ingenuity and mathematical expertise of 60+ investment professionals. Versor offers two categories of investment products – Hedge Funds and Alternative Risk Premia. Both are designed to provide superior risk-adjusted returns while exhibiting low correlation to traditional and alternative asset classes. Each invests in liquid, scalable markets. On average, Versor’s partners have spent over 20 years researching, investing and trading systematic alternative investment strategies.

Role Summary

The Data Engineer position will be based in Mumbai and be part of the Portfolio Analytics team. They will collaborate closely with senior researchers to design and develop a large-scale data lake. We are seeking candidates who have excelled in engineering (specifically computer science). Prior experience in investments and finance is beneficial but not mandatory.

This role is ideal for candidates who are passionate about technology and excited about building a data platform.

Responsibilities
• Design architecture for a data platform.
• Design data pipelines based on business and functional requirements.
• Extract, transform, and load logic to automate data collection and manage data processes/pipelines. This includes data quality and monitoring.
• Develop data access tools to allow researchers to access data seamlessly.
• Develop integration tools and analytical reports for the databases and data warehouse.
• Write and review technical documents. This includes requirements and design documents for existing and future data systems, as well as data standards and policies.
• Collaborate with analysts, support/system engineers, and business stakeholders to ensure data infrastructure meets constantly evolving requirements.

Requirements
• E., B.Tech., M.Tech., or M.Sc. in Computer Science, Computer Engineering or similar discipline from a top tier institute.
• 2+ years direct experience working as a data engineer.
• Experience in design, architecture and implementation of data lake, data pipelines and flows.
• Experience with developing software code and APIs in one or more languages such as Python and C#.
• Experience designing and deploying large scale distributed data processing systems with one or more technologies such as MS SQL Server, PostgreSQL, MongoDB, Cassandra, Redis, Hadoop, Spark, Hive, Teradata, or MicroStrategy.
• A high-level understanding of automation in a cloud environment (AWS experience preferred).
• Excellent communication, presentation, and problem-solving skills.
• Data as of December 31, 2022. AUM reflects regulatory AUM as per SEC definition for the purposes of Item 5.F on the Form ADV Part 1a.",,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Tredence Inc.,Senior Data Engineer,"Associate Manager – Data Engineering (8-11 Years)

This position requires someone with good problem solving, business understanding and client presence.

Overall professional experience of the candidate should be above 8 years. A minimum of 4 years of experience in Data Engineering space. Should have good understanding of business operations, challenges faced, and business technology used across business functions.

The candidate must understand the usage of data Engineering tools for solving business problems and help clients in their data journey. Must have knowledge of emerging technologies used in companies for data management including data governance, data quality, security, data integration, processing, and provisioning. The candidate must possess required soft skills to work with teams and lead medium to large teams.

Candidate should be comfortable with taking leadership roles, in client projects, pre-sales/consulting, solutioning, business development conversations, execution on data engineering projects.

Role Description:
• Engages with Leadership of Tredence' s clients to identify critical business problems, define the need for data engineering solutions and build strategy and roadmap
• S/he possesses a wide exposure to complete lifecycle of data starting from creation to consumption
• S/he has in the past built repeatable tools / data-models to solve specific business problems
• S/he should have hand-on experience of having worked on projects (either as a consultant or with in a company) that needed them to –
• Provide consultation to senior client personnel
• Implement and enhance data warehouses or data lakes.
• Worked with business teams or was a part of the team that implemented process re-engineering driven by data analytics / insights
• Should have deep appreciation of how data can be used in decision making
• Should have perspective on newer ways of solving business problems. E.g. external data, innovative techniques, newer technology
• S/he must have a solution creation mindset. Ability to design and enhance scalable data platforms to address the business need
• Working experience on data engineering tool for one or more cloud platforms -Snowflake, AWS/Azure/GCP
• Engage with technology teams from Tredence and Clients to create last mile connectivity of the solutions -
• Should have experience of working with technology teams
• Demonstrated ability in thought leadership – Articles/White Papers/Interviews

Mandatory Skills

Program Management, Data Warehouse, Data Lake, Analytics, Cloud Platform

Job Location - Bangalore , Chennai , Pune , Gurugram.

Experience Level - 8-11 yrs.

Expected Joining Time - Immediate to Max 30 days.",Pune,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mercedes-Benz Research and Development India Private Limited,Big Data CoE - Engineering.IT Data Engineer,"TasksOverview
A highly motivated and technically proficient professional, capable of delivering solution on Data Engineering in Cloud platform. He or she must be skilled in developing all rituals for Data Engineering especially using pyspark.
Job Responsibilities
Data Engineer:

· Development, Enhancement, testing and release of existing application.
· Develop and enhance end to end data pipeline.
· Interpret data to analyze results to a specific business problem or bottleneck that needs to be solved using statistical techniques.
· Ensure data efficiency and reliability.
Qualification
Mandatory:
· Bachelor's /post graduate degree in Computer Science, Computer Engineering or Data Science, Data Engineering with strong knowledge in below technologies,
· Pyspark
· Databricks,
· ADLS
· SQL
Desired:
· Work experience on Agile/SDLC process.
· Experience in building Knowledge Base (KB)
· Experience in taking over Knowledge Transfer
· Open to work/explore new technology areas.
· Automotive and Aviation domain is plus.Qualifications",Bengaluru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
D2C Ecommerce India Pvt Ltd,D2C Ecommerce - Data Engineer,"What is D2cecommerce :D2C Ecommerce is India's first multi-D2C brand online platform that sells its own homegrown brands across multiple home and lifestyle categories, including - apparel, cosmetics, beauty, jewelry, accessories, fitness, sports, shoes, bags, books, kitchen, food, auto accessories, electronics, kids and travel packages. Along with selling these products on its own portal, D2CEcommerce also has these items listed on leading e-commerce sites.Job Summary : We are seeking a highly motivated and skilled Data Engineer to join our team. As a Data Engineer, you will be responsible for designing, developing, and maintaining our databases and reports. You will work closely with our team of developers, data scientists, and analysts to ensure that our data systems are accurate, efficient, and scalable.What would be your responsibilities :- Design and develop databases that are scalable, efficient, and accurate- Develop and maintain ETL pipelines to move data from various sources into our databases- Create and manage database reports to provide insights to our team of data scientists and analysts- Collaborate with our team of developers to integrate our databases into our applications and services- Continuously monitor and optimize our databases for performance and security- Ensure that our data systems adhere to industry best practices and compliance regulations- Stay up-to-date with the latest database technologies and trendsWhat are we looking for in the candidate :- Ability to build things from scratch.- Self-starter and motivated individuals who can drive processes on their own- A bachelor's or associate degree in management information systems, computer science, or a related field- 0-1 years of experience in database management or a similar role- 0-1 years of experience designing, developing, and producing database reports- Proficiency in SQL and experience with relational databases such as MySQL, Postgre SQL, or Oracle- Experience with ETL tools and techniques- Understanding of data modelling concepts- Familiarity with database administration and management tools- Strong analytical and problem-solving skills- Excellent verbal and written communication skillsWhy you should join D2cecommerce :In addition to an attractive compensation package, you own a piece of the company through ESOPs. Also you will have the opportunity to take up a role in a rapidly growing, highly disruptive organization, and shape the face of ecommerce for the future.Interested? What to do next :If reading the details above excited you and made you feel you can help us take D2Cecommerece to the next level, all you have to do is let us know!",Gurugram,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Thoughtworks Inc.,Senior Consultant - Data Engineer,"Data Engineers develop modern data architecture approaches to meet key business objectives and provide end-to-end data solutions. You might spend a few weeks with a new client on a deep technical review or a complete organizational review, helping them to understand the potential that data brings to solve their most pressing problems. On other projects, you might be acting as the architect, leading the design of technical solutions or perhaps overseeing a program inception to build a new product. It could also be a software delivery project where you're equally happy coding and tech-leading the team to implement the solution.",Chennai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aryng,Sr. Data Engineer,"Welcome You made it to the job description page

Aryng is looking for a cloud data engineer with experience in developing
enterprise-class distributed data engineering solutions on the cloud. We are seeking
an entrepreneurial and technology-proficient Data Engineer who is an expert in the
implementation of a large-scale, highly efficient data platform, batch, and real-time
pipelines and tools for Aryng clients. This role is based out of India. You will work
closely with a team of highly qualified data scientists, business analysts, and
engineers to ensure we build effective solutions for our clients. Your biggest strength
is creative and effective problem-solving.

Key Responsibilities:

● Should have implemented asynchronous data ingestion, high volume stream data
processing, and real-time data analytics using various Data Engineering
Techniques.
● Implement application components using Cloud technologies
and infrastructure.
● Assist in defining the data pipelines and able to identify bottlenecks to enable
the adoption of data management methodologies.
● Implementing cutting edge cloud platform solutions using the latest tools and
platforms offered by GCP, AWS, and Azure.

Requirements
• Good to have:
• Experience in some of the following: Apache Beam, Hadoop, Airflow, Kafka,Spark
• Experience in Tableau, Looker or other BI tools is preferred
5+ years of data engineering experience is a must.
• 2+ years implementing and managing data engineering solutions using Cloud solutions GCP/AWS/Azure or on-premise distributed servers
• 2+ years' experience in Python.
• Must be strong in SQL and its concepts.
• Experience in Big Query, Snowflake, Redshift, DBT.
• Strong understanding of data warehousing, data lake, and cloud concepts.
• Excellent communication and presentation skills
• Excellent problem-solving skills, highly proactive and self-driven
• Consulting background is a big plus.
• Must have a B.S. in computer science, software engineering, computer engineering, electrical engineering, or related area of study
Good to have:
• Experience in some of the following: Apache Beam, Hadoop, Airflow, Kafka,Spark
• Experience in Tableau, Looker or other BI tools is preferred
This role requires mandatory overlap hours with clients in the US from 8 am - 1
pm PST.

Benefits
• Direct Client Access
• Flexible work hours
• Rapidly Growing Company
• Awesome work culture
• Learn From Experts
• Work-life Balance
• Competitive Salary
• Executive Presence
• End to End Problem Solving
• 50%+ Tax Benefit
• 100% Remote company
• Flat Hierarchy
• Opportunity to become a thought leader

Why Join Aryng: Click on the Youtube link",Chennai,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True
